,Username,Number of Comments,Comments,Number of Products Commented,Products Commented,Mean Rating
9833,kentchan21,0,[nan],1,{'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1},5.0
9834,kentchew1974,1,['Performance: ok\nBest Feature(s): ok\nValue For Money: ok\nReceived in good condition. Tried and tested…….acceptable for the price paid….'],1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
9835,kenteoengchin,1,['Received in good conditions'],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9836,kentng7,1,['Item received without any issue and box is slightly dented.  Had not used the HP yet.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9837,kenturf,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},1.0
9838,kenwarfighter,0,"[nan, nan]",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
9839,kenzo85,1,['Value For Money: good\nPerformance: good\nBest Feature(s): good'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9840,keongho,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9841,kep14_if4r,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9842,kerinecheang,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9843,kerllianybeatriz,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9844,kerllln,1,"['Good, loud but came poorly packaged']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},4.0
9845,kesavan2k,2,"['Very nice 👌. Sound quality is very good. Strongly recommend.', 'Nice product']",2,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, 'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1}",5.0
9846,kesharasatharasinghe,0,"[nan, nan]",1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 2},5.0
9847,kesnashan,1,['Fast delivery and the product in good condition.'],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
9848,kesohnler,1,"['Received in good condition, box has very slight dents and there’s no instruction manual. Have tested it with my laptop and the inbuilt Bluetooth paired seamlessly. Sound quality is not too bad, definitely not top notch but it’s cheap so still very good value for money.']",1,{'10b5c89d-c320-4743-b6db-7962216594f9': 1},5.0
9849,kesyong79,0,"[nan, nan]",1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 2},5.0
9850,ketchup_sweet,1,"[""Have been holding off this purchase for many weeks. Finally pulled the trigger. All I have to say is I'm happy with this purchase!""]",1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
9851,kethelenbiatriz,1,"[""I really liked it. It was delivered well ahead of time, great yes, I'm still going to test the battery.""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9852,kethlennascimento,1,['I liked it a lot... I learned how to turn on because it took a while to know that I needed to hold a button... but it connected bluetooth and (also cable from my cell phone).👍🏼'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9853,ketlenfontinelle,0,"[nan, nan]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2},5.0
9854,kettywalter.00,1,"['A little fragile, more good']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9855,keut5xcsn_,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9856,kev1nsk1,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
9857,keventan611,1,['Performance: good\nBest Feature(s): good\nValue For Money: good'],1,{'a0576a99-5e5b-4ac9-8dac-aa72e187133e': 1},5.0
9858,kevho71,2,"['Performance: Excellent.\nBest Feature(s): Awesome bass and clarity.\nValue For Money: Yes', 'Received in good working condition.']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 2},5.0
9859,kevinchiam1970,1,['Equipment worked well.  Mic is clear.\nThe box was dented.  Perhaps supplier can pack it better.'],1,{'a0576a99-5e5b-4ac9-8dac-aa72e187133e': 1},5.0
9860,kevinjohngalvan118,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
9861,kevinlim79sg,0,[nan],1,{'a7623322-0adc-46a9-a45f-ad04de236bff': 1},5.0
9862,kexin020998,1,"['Fast delivery received in good condition, it so comfortable and good quality']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9863,kexinlim,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9864,keylee7173,1,"[""Fast delivery. Looks good. Sound also good. Foldable too. Haven't tried for phone calls. Easy to pair with phone on bluetooth. Comes with OFF switch on the headset itself. Love this. Thank you seller for good product!""]",1,{'10b5c89d-c320-4743-b6db-7962216594f9': 1},5.0
9865,keyman7624,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9866,keysapricil,0,[nan],1,{'9354d117-d30a-45d5-89e4-f78dbf8fceaa': 1},4.0
9867,keyshatiaranurani,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},4.0
9868,kezsen,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9869,kf120c,1,['Good headphones with mic. Just what I wanted. And the delivery was fast. Thanks.'],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},4.0
9870,kf202205,1,['The gaming headset received in good condition and working fine as well. Delivery also quite fast recommend.'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9871,kf5itz5fvn,0,[nan],1,{'c2e30517-ffa0-47b0-841e-2748f3f0e59d': 1},4.0
9872,kfc0869983145,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},2.0
9873,kge1616,0,[nan],1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1},5.0
9874,kgk26,1,['Okay can buy'],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},3.0
9875,kglim0603,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9876,kgpkee,1,['Item well packed and fast delivery.'],1,{'2dbe6618-26e9-40ad-8924-9bdc80cf2ef5': 1},5.0
9877,kh0s4o9b5w,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},4.0
9878,kh73i26d19,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9879,khadijahbakri,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9880,khadijahsahlan,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9881,khadijahyahaya._,0,"[nan, nan]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 2},5.0
9882,khai1188,1,"['Came wrapped in bubble wrap to protect the item, well done! As always razor protects the headphones by wrapping the microphone and cable and came with dustbag. Recommended!']",1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
9883,khai1614,0,"[nan, nan]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 2},5.0
9884,khaiading,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},5.0
9885,khaiidah,0,[nan],1,{'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1},5.0
9886,khaiilaniadam,0,[nan],1,{'b1f0c81f-1047-4bb3-bea0-8fc0521f60b9': 1},5.0
9887,khaikecyk309,0,[nan],1,{'61bbfd4c-d505-4589-9137-e532e61f288e': 1},5.0
9888,khaiovt3tn,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9889,khairah780,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9890,khairaki,0,[nan],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
9891,khairiyah1993,0,[nan],1,{'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1},5.0
9892,khairiyahclones,0,"[nan, nan]",1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 2},5.0
9893,khairodi,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9894,khairrahimovic,0,[nan],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
9895,khairudin3004,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
9896,khairul.zm,0,[nan],1,{'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1},5.0
9897,khairul_kharidan,1,"['Real value for money, the headphones are good. Delivery was quick.']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9898,khairulfahmi,1,"['Feels good, sounds great... delivery was as promised... got it in about 15 hours... solid...!!!']",1,{'5a3c6eba-0780-4b30-9256-81f254b07332': 1},5.0
9899,khairulhasanmurad,1,['Performance: very good'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9900,khairulirfanchehashim,1,['Performance: good\nQuality: good quality\nBest buy for a week'],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9901,khairun83333,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},5.0
9902,khairunnajmi482,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9903,khairunnisa2916,1,['Performance:  ok.. works fine\nQuality: very ok\nThe sound is clear and ok.. tq'],1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
9904,khaishoo,1,['Value For Money: withit\nPerformance: excellent\nBest Feature(s): nice'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9905,khaizu87,1,['Item arrived in good condition..hope the item is good..huhu'],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9906,khalisafiq,0,"[nan, nan, nan]",2,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1}",5.0
9907,khalkhan,0,[nan],1,{'5428f9a3-7a6f-475e-b030-3284fe14d689': 1},5.0
9908,khang2206,1,"['The product can be used temporarily without the sound separation with a bad battery like a devil, so it takes a long time to charge but use it quickly haizzzz']",1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
9909,khangon705,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
9910,khangptpo,1,"[""The product is ok to use, I've been using it for about half a month and it's still fine, the dimples are ok, the music is also good for my ears, but joking""]",1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
9911,khanhanco,1,['Fast delivery. Item ok for the price. Friendly Dhipper. Give 5 stars'],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
9912,khanhdanbui,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
9913,khanhly23072007,1,"[""Nice photography headphones, sound quality is good, but the fold of the headset is not very sure, pay attention to the sound, it's ok""]",1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
9914,khanhngocnelly,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
9915,khanhtien.19,1,"['Seeing the black box thought it was a mixed color. But the right color. The sound is okay but not as outstanding as expected. If you buy on sale for 310k, always ship, you can accept it.']",1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
9916,khanhvylethuy,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
9917,khanmd,1,['Satisfied 😍😍😍'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9918,khantouchme,0,[nan],1,{'5f5d2db5-fe5c-4317-ae4f-5e75b4b67a2f': 1},5.0
9919,kharmna,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},4.0
9920,khasnahsenah,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9921,khatali,1,['Item received in good condition.Very happy quality is good .more cheaper than earlier I bought from other seller only things without boxes.'],1,{'3939d422-832b-4783-863b-b6d823ff28f4': 1},5.0
9922,khauolivia,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9923,khby._,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
9924,khcheong2,0,[nan],1,{'c06ac557-5552-4dab-b42c-e679f54cc097': 1},5.0
9925,khchew76,2,"['Fast delivery 2nd purchase sound is gd n my son luv it. Very gd quality', 'Fast delivery and my girl luv it, the sound was fantastic and I think I need to buy again for my son.']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 2},5.0
9926,khe132,0,[nan],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
9927,khechiqms,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9928,khidkhidir,1,['Quality is good and decent for its price.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9929,khielynmoral,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
9930,khinetunaung,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},4.0
9931,khinmyat,0,"[nan, nan]",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2},5.0
9932,khirrudin,1,['Received in good order. Good buy.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9933,khizzm0,1,['Love it!'],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9934,khloh87,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9935,khoabio,1,[nan],1,{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1},5.0
9936,khoadeptrailam,1,"['Delicious, reasonable price']",1,{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1},5.0
9937,khoale0409,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
9938,khoally,2,"['Item received in good condition and fast delivery. N purchased', 'Fast delivery ']",2,"{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1, '61bbfd4c-d505-4589-9137-e532e61f288e': 1}",5.0
9939,khobengcheel,0,[nan],1,{'c2e30517-ffa0-47b0-841e-2748f3f0e59d': 1},5.0
9940,khoerulanam441,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},4.0
9941,khonglh92,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9942,khongzq88,1,['Performance: perfomance normal.\nValue For Money: value for money yes because of voucher.'],1,{'a0576a99-5e5b-4ac9-8dac-aa72e187133e': 1},5.0
9943,khoo.peng.kwan,1,['Received in good condition and working fine too'],1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1},5.0
9944,khoo_c_m,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9945,khoo_yingnie03,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9946,khooaudrey,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9947,khoobensen,0,[nan],1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1},5.0
9948,khoody,1,"['Received the package very fast and it work well. The battery can last for several days after single charge, if you are light user of couple hours per day.']",1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9949,khoolikhim,1,['For my daughter birthday present..so not the time  yet open it'],1,{'abe1150d-a946-46ab-a3f3-3aaaa3df9a7c': 1},5.0
9950,khorboonseng,1,['Item well received and tested working fine'],1,{'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1},5.0
9951,khorchoonleong,1,"['Not skill enough to remove and replace. So, can not compare yet']",1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
9952,khoriyah83,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
9953,khoryiheng,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},4.0
9954,khrhms,2,"['Good sound quality, original and shipped fast. Sadly EarPods are not noise cancelling but it works when my AirPods run out of battery and I still need to listen to music on my ride home. 👍🏼', 'Second time purchasing from official Apple Store. Shipped fast! Hard to find in retail stores these days. Authentic product']",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2},5.0
9955,khristinoabdullah,0,[nan],1,{'e7174fb9-9ec5-4b85-ad45-cd483b1f116a': 1},4.0
9956,khrvlog,0,"[nan, nan]",1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 2},5.0
9957,khshuvo,1,['This good for the price 😸'],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9958,khuaong,1,['Performance: Good.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9959,khunkit2626,0,[nan],1,{'03eb63a0-154f-476d-9ddd-9fd40c7876c7': 1},5.0
9960,khutruong487,1,['These headphones are awesome. The price is very student but the quality is very ok'],1,{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1},5.0
9961,khuyenmaigianghia,0,[nan],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
9962,ki15qsnja4,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},4.0
9963,ki3thrkxoj,1,"[""Big mistake. It's a wired version.\nSon disappointed - wired and sound quality.""]",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9964,kiangweiloh,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9965,kianhuat85,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9966,kiansiongteo,1,['Good buy!'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9967,kianswee,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9968,kiatster,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9969,kiayi0707,1,"[nan, ""Very small fit, not suitable for adults. Seen like it's made for children's size.""]",2,"{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1, 'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1}",5.0
9970,kibriakhan,0,[nan],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
9971,kicap1,1,"[""Can he get the price.. if you want to buy it at the shop, you can't get this price.. sound as long as ade je.xleh expect really""]",1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
9972,kickmud,1,['Love this! First ever Razer product. tested it on my Mac. downloaded 3D Boom on app store and got my surround sound on my Mac! also.. Delivered in less than 24hrs! Whuuuuut?? perfect purchase!'],1,{'5a3c6eba-0780-4b30-9256-81f254b07332': 1},5.0
9973,kid_26,1,['Fast delivery in good condition'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9974,kidckcqqqj,1,"['Very nice model, quality sound.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9975,kiddoang82,1,['The headset is nice but the speaker sound quite low even the volume had adjusted until max.'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},3.0
9976,kidsonfires,0,[nan],1,{'686a7024-e0ea-459f-81a5-e06b947b3c88': 1},5.0
9977,kienfung93,1,['Amazing'],1,{'02ba02b9-5a73-455f-9ed3-99d4df1c606e': 1},5.0
9978,kiera095,0,[nan],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
9979,kierayusof89,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9980,kiethsoh,1,['Value For Money: good\nPerformance: good\nBest Feature(s): good\nWorth the buy. Price is good'],1,{'c06ac557-5552-4dab-b42c-e679f54cc097': 1},5.0
9981,kieuab2006,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
9982,kiffyap,3,"['Performance: Good\nBest Feature(s): Clear\nValue For Money: Yes\nItem received in good condition. Used and the sound is loud and clear. My son loves it a lot. Will purchase more item from seller in future.', 'Performance: Good\nBest Feature(s): Clear\nValue For Money: Yes\nItem received in good condition. Used and the sound is loud and clear. My son loves it a lot. Will purchase more item from seller in future.', 'Performance: Good\nBest Feature(s): Clear\nValue For Money: Yes\nItem received in good condition. Used and the sound is loud and clear. My son loves it a lot. Will purchase more item from seller in future.']",3,"{'728a87e4-dff7-4605-9300-9080f42b1cf1': 1, '762a9ac6-9fbd-4021-a337-448f8a0e1c95': 1, 'fe4d19d5-24b8-4148-86bf-f9729f39ee27': 1}",5.0
9983,kihq5u63p1,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
9984,kikidiniyanti,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},4.0
9985,kikingems,1,"[""Performance: ok\nValue For Money: ok\nCame with bubble wrap only. My item has black stain which can't be remove. Overall ok for price paid.""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},3.0
9986,kikirxz,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9987,kikonjr,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
9988,kilayott,0,"[nan, nan]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 2},5.0
9989,kilxaniqanaqi,0,[nan],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
9990,kim...yeong..mi,1,"[""I didn't test it but it's beautiful in person, it came well packaged too.""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9991,kim_eun_hye,1,"['Received within 5 days, well packed with one year warranty, thanks 🎧🍎']",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9992,kim_ngan742,2,"['Fast delivery, very good sand product, will support the shop next time nnnnnn', 'Quality products, cheap prices, fast shipping, but the shop responds to messages slowly']",1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 2},5.0
9993,kim_oanhcdt,1,"['The headset model is beautiful and sounds very good, you should buy it']",1,{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1},5.0
9994,kimberley.tan.14,0,[nan],1,{'10b5c89d-c320-4743-b6db-7962216594f9': 1},3.0
9995,kimberleyboey1104,0,[nan],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
9996,kimberly47,1,"['Exactly the one that I wanted, very happy with it.']",1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
9997,kimberly_abarro_luaton,0,[nan],1,{'40bd8f74-3912-4671-83dc-b0596ec2246f': 1},5.0
9998,kimberlyloo,0,[nan],1,{'5a3c6eba-0780-4b30-9256-81f254b07332': 1},5.0
9999,kimberlyrossana,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
10000,kimberlysaring,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
10001,kimcjy,0,[nan],1,{'5a3c6eba-0780-4b30-9256-81f254b07332': 1},5.0
10002,kimdimaya,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
10003,kiminohari,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
10004,kimio_,0,[nan],1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
10005,kimja89,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
10006,kimjihyungie,1,['Pictures and videos are for receiving purposes only\nHeadphones are fine and no errors'],1,{'90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1},5.0
10007,kimjrlover,1,"[""At first, I was confused about the device because I pressed it several times and it didn't stick. So I tried to charge it for an hour.To open the stick  555555""]",1,{'b17e829b-3318-49c4-8a94-edc482f7733c': 1},5.0
